NAME,Median_Income,state,county,Tract
"Census Tract 8381, Cook County, Illinois",16319,17,031,838100
"Census Tract 8382, Cook County, Illinois",75500,17,031,838200
"Census Tract 8383, Cook County, Illinois",89968,17,031,838300
"Census Tract 8386, Cook County, Illinois",15820,17,031,838600
"Census Tract 8387, Cook County, Illinois",24455,17,031,838700
"Census Tract 8388, Cook County, Illinois",30503,17,031,838800
"Census Tract 8390, Cook County, Illinois",99438,17,031,839000
"Census Tract 8391, Cook County, Illinois",106875,17,031,839100
"Census Tract 8392, Cook County, Illinois",38397,17,031,839200
"Census Tract 8395, Cook County, Illinois",25000,17,031,839500
"Census Tract 8396, Cook County, Illinois",51359,17,031,839600
"Census Tract 8397, Cook County, Illinois",63056,17,031,839700
"Census Tract 101, Cook County, Illinois",42891,17,031,010100
"Census Tract 102.01, Cook County, Illinois",39955,17,031,010201
"Census Tract 102.02, Cook County, Illinois",43839,17,031,010202
"Census Tract 103, Cook County, Illinois",44375,17,031,010300
"Census Tract 104, Cook County, Illinois",37198,17,031,010400
"Census Tract 105.01, Cook County, Illinois",43097,17,031,010501
"Census Tract 105.02, Cook County, Illinois",40492,17,031,010502
"Census Tract 105.03, Cook County, Illinois",17188,17,031,010503
"Census Tract 106, Cook County, Illinois",57118,17,031,010600
"Census Tract 107.01, Cook County, Illinois",53045,17,031,010701
"Census Tract 107.02, Cook County, Illinois",47779,17,031,010702
"Census Tract 201, Cook County, Illinois",51068,17,031,020100
"Census Tract 202, Cook County, Illinois",100689,17,031,020200
"Census Tract 203.01, Cook County, Illinois",62917,17,031,020301
"Census Tract 203.02, Cook County, Illinois",90560,17,031,020302
"Census Tract 204, Cook County, Illinois",65776,17,031,020400
"Census Tract 205, Cook County, Illinois",41673,17,031,020500
"Census Tract 206.01, Cook County, Illinois",54544,17,031,020601
"Census Tract 206.02, Cook County, Illinois",70795,17,031,020602
"Census Tract 207.01, Cook County, Illinois",74167,17,031,020701
"Census Tract 207.02, Cook County, Illinois",53350,17,031,020702
"Census Tract 208.01, Cook County, Illinois",57295,17,031,020801
"Census Tract 208.02, Cook County, Illinois",51980,17,031,020802
"Census Tract 209.01, Cook County, Illinois",44653,17,031,020901
"Census Tract 209.02, Cook County, Illinois",42472,17,031,020902
"Census Tract 301.01, Cook County, Illinois",46047,17,031,030101
"Census Tract 301.02, Cook County, Illinois",48357,17,031,030102
"Census Tract 301.03, Cook County, Illinois",61313,17,031,030103
"Census Tract 301.04, Cook County, Illinois",41536,17,031,030104
"Census Tract 302, Cook County, Illinois",77226,17,031,030200
"Census Tract 303, Cook County, Illinois",48626,17,031,030300
"Census Tract 304, Cook County, Illinois",68102,17,031,030400
"Census Tract 305, Cook County, Illinois",101607,17,031,030500
"Census Tract 306.01, Cook County, Illinois",40846,17,031,030601
"Census Tract 306.03, Cook County, Illinois",41760,17,031,030603
"Census Tract 306.04, Cook County, Illinois",50732,17,031,030604
"Census Tract 307.01, Cook County, Illinois",44375,17,031,030701
"Census Tract 8027.02, Cook County, Illinois",91442,17,031,802702
"Census Tract 8028.01, Cook County, Illinois",115380,17,031,802801
"Census Tract 8028.02, Cook County, Illinois",111667,17,031,802802
"Census Tract 8029, Cook County, Illinois",133602,17,031,802900
"Census Tract 8030.05, Cook County, Illinois",86548,17,031,803005
"Census Tract 8030.07, Cook County, Illinois",90833,17,031,803007
"Census Tract 8030.08, Cook County, Illinois",131500,17,031,803008
"Census Tract 8030.10, Cook County, Illinois",113021,17,031,803010
"Census Tract 8030.12, Cook County, Illinois",73625,17,031,803012
"Census Tract 8030.13, Cook County, Illinois",91094,17,031,803013
"Census Tract 8030.14, Cook County, Illinois",67356,17,031,803014
"Census Tract 8030.15, Cook County, Illinois",90526,17,031,803015
"Census Tract 8030.16, Cook County, Illinois",106833,17,031,803016
"Census Tract 8030.17, Cook County, Illinois",95795,17,031,803017
"Census Tract 8031, Cook County, Illinois",124605,17,031,803100
"Census Tract 8032, Cook County, Illinois",83844,17,031,803200
"Census Tract 8033, Cook County, Illinois",111550,17,031,803300
"Census Tract 8034, Cook County, Illinois",118364,17,031,803400
"Census Tract 8035, Cook County, Illinois",125316,17,031,803500
"Census Tract 8036.03, Cook County, Illinois",177039,17,031,803603
"Census Tract 8036.04, Cook County, Illinois",79875,17,031,803604
"Census Tract 8036.05, Cook County, Illinois",78107,17,031,803605
"Census Tract 8036.07, Cook County, Illinois",104874,17,031,803607
"Census Tract 8036.08, Cook County, Illinois",85962,17,031,803608
"Census Tract 8036.11, Cook County, Illinois",57730,17,031,803611
"Census Tract 8036.12, Cook County, Illinois",56591,17,031,803612
"Census Tract 8036.13, Cook County, Illinois",62115,17,031,803613
"Census Tract 8036.14, Cook County, Illinois",48678,17,031,803614
"Census Tract 8036.15, Cook County, Illinois",70288,17,031,803615
"Census Tract 8036.16, Cook County, Illinois",79898,17,031,803616
"Census Tract 8037.01, Cook County, Illinois",89808,17,031,803701
"Census Tract 8037.02, Cook County, Illinois",98578,17,031,803702
"Census Tract 8038, Cook County, Illinois",98750,17,031,803800
"Census Tract 8039.01, Cook County, Illinois",75274,17,031,803901
"Census Tract 8039.02, Cook County, Illinois",86250,17,031,803902
"Census Tract 8040, Cook County, Illinois",79683,17,031,804000
"Census Tract 8041.02, Cook County, Illinois",137500,17,031,804102
"Census Tract 8027.01, Cook County, Illinois",93902,17,031,802701
"Census Tract 8041.04, Cook County, Illinois",132692,17,031,804104
"Census Tract 8041.05, Cook County, Illinois",131797,17,031,804105
"Census Tract 8041.06, Cook County, Illinois",121636,17,031,804106
"Census Tract 8041.08, Cook County, Illinois",93048,17,031,804108
"Census Tract 8041.09, Cook County, Illinois",143250,17,031,804109
"Census Tract 8042.02, Cook County, Illinois",151411,17,031,804202
"Census Tract 8042.03, Cook County, Illinois",168580,17,031,804203
"Census Tract 8042.04, Cook County, Illinois",131818,17,031,804204
"Census Tract 307.02, Cook County, Illinois",60992,17,031,030702
"Census Tract 307.03, Cook County, Illinois",43469,17,031,030703
"Census Tract 307.06, Cook County, Illinois",48256,17,031,030706
"Census Tract 308, Cook County, Illinois",84794,17,031,030800
"Census Tract 309, Cook County, Illinois",88796,17,031,030900
"Census Tract 310, Cook County, Illinois",81898,17,031,031000
"Census Tract 311, Cook County, Illinois",71420,17,031,031100
"Census Tract 312, Cook County, Illinois",29676,17,031,031200
"Census Tract 313, Cook County, Illinois",54325,17,031,031300
"Census Tract 314, Cook County, Illinois",71181,17,031,031400
"Census Tract 315.01, Cook County, Illinois",42519,17,031,031501
"Census Tract 315.02, Cook County, Illinois",34201,17,031,031502
"Census Tract 317, Cook County, Illinois",69688,17,031,031700
"Census Tract 318, Cook County, Illinois",74309,17,031,031800
"Census Tract 319, Cook County, Illinois",73424,17,031,031900
"Census Tract 321, Cook County, Illinois",64712,17,031,032100
"Census Tract 401, Cook County, Illinois",81984,17,031,040100
"Census Tract 402.01, Cook County, Illinois",86557,17,031,040201
"Census Tract 402.02, Cook County, Illinois",46078,17,031,040202
"Census Tract 403, Cook County, Illinois",83000,17,031,040300
"Census Tract 404.01, Cook County, Illinois",103696,17,031,040401
"Census Tract 404.02, Cook County, Illinois",89125,17,031,040402
"Census Tract 406, Cook County, Illinois",84362,17,031,040600
"Census Tract 407, Cook County, Illinois",96791,17,031,040700
"Census Tract 408, Cook County, Illinois",79922,17,031,040800
"Census Tract 409, Cook County, Illinois",73681,17,031,040900
"Census Tract 501, Cook County, Illinois",120045,17,031,050100
"Census Tract 502, Cook County, Illinois",113984,17,031,050200
"Census Tract 503, Cook County, Illinois",129583,17,031,050300
"Census Tract 505, Cook County, Illinois",160045,17,031,050500
"Census Tract 506, Cook County, Illinois",103125,17,031,050600
"Census Tract 507, Cook County, Illinois",120278,17,031,050700
"Census Tract 508, Cook County, Illinois",146750,17,031,050800
"Census Tract 509, Cook County, Illinois",116399,17,031,050900
"Census Tract 510, Cook County, Illinois",118523,17,031,051000
"Census Tract 511, Cook County, Illinois",142708,17,031,051100
"Census Tract 512, Cook County, Illinois",145481,17,031,051200
"Census Tract 513, Cook County, Illinois",192083,17,031,051300
"Census Tract 514, Cook County, Illinois",129531,17,031,051400
"Census Tract 601, Cook County, Illinois",101375,17,031,060100
"Census Tract 602, Cook County, Illinois",83897,17,031,060200
"Census Tract 603, Cook County, Illinois",115221,17,031,060300
"Census Tract 604, Cook County, Illinois",144453,17,031,060400
"Census Tract 605, Cook County, Illinois",48393,17,031,060500
"Census Tract 608, Cook County, Illinois",72061,17,031,060800
"Census Tract 609, Cook County, Illinois",67257,17,031,060900
"Census Tract 610, Cook County, Illinois",109973,17,031,061000
"Census Tract 8043.05, Cook County, Illinois",75274,17,031,804305
"Census Tract 8043.06, Cook County, Illinois",97167,17,031,804306
"Census Tract 8043.08, Cook County, Illinois",72500,17,031,804308
"Census Tract 8043.09, Cook County, Illinois",90111,17,031,804309
"Census Tract 8043.12, Cook County, Illinois",134722,17,031,804312
"Census Tract 8043.13, Cook County, Illinois",106220,17,031,804313
"Census Tract 8043.14, Cook County, Illinois",123450,17,031,804314
"Census Tract 8043.15, Cook County, Illinois",93590,17,031,804315
"Census Tract 8043.16, Cook County, Illinois",96518,17,031,804316
"Census Tract 8044.03, Cook County, Illinois",83837,17,031,804403
"Census Tract 8044.04, Cook County, Illinois",83209,17,031,804404
"Census Tract 8044.05, Cook County, Illinois",69010,17,031,804405
"Census Tract 8044.06, Cook County, Illinois",73125,17,031,804406
"Census Tract 8045.05, Cook County, Illinois",67461,17,031,804505
"Census Tract 8045.06, Cook County, Illinois",107625,17,031,804506
"Census Tract 8045.08, Cook County, Illinois",61090,17,031,804508
"Census Tract 8045.09, Cook County, Illinois",86579,17,031,804509
"Census Tract 8045.10, Cook County, Illinois",68917,17,031,804510
"Census Tract 8045.11, Cook County, Illinois",61538,17,031,804511
"Census Tract 8045.12, Cook County, Illinois",113186,17,031,804512
"Census Tract 8045.13, Cook County, Illinois",93750,17,031,804513
"Census Tract 8045.14, Cook County, Illinois",123377,17,031,804514
"Census Tract 8046.03, Cook County, Illinois",68217,17,031,804603
"Census Tract 8046.06, Cook County, Illinois",123250,17,031,804606
"Census Tract 8046.07, Cook County, Illinois",101815,17,031,804607
"Census Tract 8046.08, Cook County, Illinois",101189,17,031,804608
"Census Tract 8046.09, Cook County, Illinois",101923,17,031,804609
"Census Tract 8046.10, Cook County, Illinois",69583,17,031,804610
"Census Tract 8046.11, Cook County, Illinois",77083,17,031,804611
"Census Tract 8047.01, Cook County, Illinois",74904,17,031,804701
"Census Tract 8047.05, Cook County, Illinois",71696,17,031,804705
"Census Tract 8047.06, Cook County, Illinois",113750,17,031,804706
"Census Tract 8047.09, Cook County, Illinois",82717,17,031,804709
"Census Tract 8047.10, Cook County, Illinois",87311,17,031,804710
"Census Tract 8047.11, Cook County, Illinois",75818,17,031,804711
"Census Tract 8047.12, Cook County, Illinois",88807,17,031,804712
"Census Tract 8047.13, Cook County, Illinois",86307,17,031,804713
"Census Tract 8047.14, Cook County, Illinois",82358,17,031,804714
"Census Tract 8047.15, Cook County, Illinois",46543,17,031,804715
"Census Tract 8047.16, Cook County, Illinois",94912,17,031,804716
"Census Tract 8048.03, Cook County, Illinois",79000,17,031,804803
"Census Tract 8048.04, Cook County, Illinois",69600,17,031,804804
"Census Tract 8048.05, Cook County, Illinois",90597,17,031,804805
"Census Tract 8048.06, Cook County, Illinois",83529,17,031,804806
"Census Tract 8048.07, Cook County, Illinois",91163,17,031,804807
"Census Tract 8048.08, Cook County, Illinois",111071,17,031,804808
"Census Tract 611, Cook County, Illinois",103889,17,031,061100
"Census Tract 612, Cook County, Illinois",101683,17,031,061200
"Census Tract 615, Cook County, Illinois",124231,17,031,061500
"Census Tract 618, Cook County, Illinois",64423,17,031,061800
"Census Tract 619.01, Cook County, Illinois",54516,17,031,061901
"Census Tract 619.02, Cook County, Illinois",75670,17,031,061902
"Census Tract 620, Cook County, Illinois",85144,17,031,062000
"Census Tract 621, Cook County, Illinois",94607,17,031,062100
"Census Tract 622, Cook County, Illinois",153646,17,031,062200
"Census Tract 623, Cook County, Illinois",166094,17,031,062300
"Census Tract 624, Cook County, Illinois",124355,17,031,062400
"Census Tract 625, Cook County, Illinois",160208,17,031,062500
"Census Tract 626, Cook County, Illinois",182563,17,031,062600
"Census Tract 627, Cook County, Illinois",147000,17,031,062700
"Census Tract 628, Cook County, Illinois",180431,17,031,062800
"Census Tract 629, Cook County, Illinois",113243,17,031,062900
"Census Tract 630, Cook County, Illinois",99041,17,031,063000
"Census Tract 631, Cook County, Illinois",94929,17,031,063100
"Census Tract 632, Cook County, Illinois",67406,17,031,063200
"Census Tract 633.01, Cook County, Illinois",61139,17,031,063301
"Census Tract 633.02, Cook County, Illinois",85152,17,031,063302
"Census Tract 633.03, Cook County, Illinois",92200,17,031,063303
"Census Tract 634, Cook County, Illinois",104878,17,031,063400
"Census Tract 701.01, Cook County, Illinois",77697,17,031,070101
"Census Tract 701.02, Cook County, Illinois",84365,17,031,070102
"Census Tract 701.03, Cook County, Illinois",64283,17,031,070103
"Census Tract 702, Cook County, Illinois",97847,17,031,070200
"Census Tract 703, Cook County, Illinois",177500,17,031,070300
"Census Tract 704, Cook County, Illinois",182750,17,031,070400
"Census Tract 705, Cook County, Illinois",136016,17,031,070500
"Census Tract 706, Cook County, Illinois",216667,17,031,070600
"Census Tract 707, Cook County, Illinois",143393,17,031,070700
"Census Tract 710, Cook County, Illinois",189219,17,031,071000
"Census Tract 711, Cook County, Illinois",175625,17,031,071100
"Census Tract 712, Cook County, Illinois",115250,17,031,071200
"Census Tract 713, Cook County, Illinois",103409,17,031,071300
"Census Tract 714, Cook County, Illinois",120938,17,031,071400
"Census Tract 715, Cook County, Illinois",96050,17,031,071500
"Census Tract 716, Cook County, Illinois",157083,17,031,071600
"Census Tract 717, Cook County, Illinois",173750,17,031,071700
"Census Tract 718, Cook County, Illinois",142450,17,031,071800
"Census Tract 801, Cook County, Illinois",117802,17,031,080100
"Census Tract 802.01, Cook County, Illinois",113219,17,031,080201
"Census Tract 802.02, Cook County, Illinois",90918,17,031,080202
"Census Tract 803, Cook County, Illinois",141439,17,031,080300
"Census Tract 804, Cook County, Illinois",43844,17,031,080400
"Census Tract 810, Cook County, Illinois",69379,17,031,081000
"Census Tract 8048.09, Cook County, Illinois",94196,17,031,804809
"Census Tract 8048.10, Cook County, Illinois",75578,17,031,804810
"Census Tract 8049.01, Cook County, Illinois",116765,17,031,804901
"Census Tract 8049.02, Cook County, Illinois",107862,17,031,804902
"Census Tract 8050.01, Cook County, Illinois",117778,17,031,805001
"Census Tract 8050.02, Cook County, Illinois",49712,17,031,805002
"Census Tract 8051.05, Cook County, Illinois",68119,17,031,805105
"Census Tract 8051.06, Cook County, Illinois",70921,17,031,805106
"Census Tract 8051.07, Cook County, Illinois",58328,17,031,805107
"Census Tract 8051.08, Cook County, Illinois",55485,17,031,805108
"Census Tract 8051.09, Cook County, Illinois",90417,17,031,805109
"Census Tract 8051.10, Cook County, Illinois",85759,17,031,805110
"Census Tract 8051.11, Cook County, Illinois",62683,17,031,805111
"Census Tract 8051.12, Cook County, Illinois",62054,17,031,805112
"Census Tract 8052.01, Cook County, Illinois",103190,17,031,805201
"Census Tract 8052.02, Cook County, Illinois",82672,17,031,805202
"Census Tract 8053.01, Cook County, Illinois",81818,17,031,805301
"Census Tract 8053.02, Cook County, Illinois",77266,17,031,805302
"Census Tract 8054.01, Cook County, Illinois",84625,17,031,805401
"Census Tract 8054.02, Cook County, Illinois",92321,17,031,805402
"Census Tract 8055.01, Cook County, Illinois",108285,17,031,805501
"Census Tract 8055.02, Cook County, Illinois",132885,17,031,805502
"Census Tract 8056, Cook County, Illinois",137895,17,031,805600
"Census Tract 8057.01, Cook County, Illinois",136698,17,031,805701
"Census Tract 8057.02, Cook County, Illinois",129886,17,031,805702
"Census Tract 8058.01, Cook County, Illinois",106838,17,031,805801
"Census Tract 8058.02, Cook County, Illinois",105057,17,031,805802
"Census Tract 8059.01, Cook County, Illinois",76764,17,031,805901
"Census Tract 8059.02, Cook County, Illinois",104222,17,031,805902
"Census Tract 8060.01, Cook County, Illinois",49979,17,031,806001
"Census Tract 8060.02, Cook County, Illinois",58247,17,031,806002
"Census Tract 8060.04, Cook County, Illinois",54298,17,031,806004
"Census Tract 8060.05, Cook County, Illinois",87516,17,031,806005
"Census Tract 8060.06, Cook County, Illinois",62565,17,031,806006
"Census Tract 8061.02, Cook County, Illinois",92563,17,031,806102
"Census Tract 8061.03, Cook County, Illinois",86250,17,031,806103
"Census Tract 8061.04, Cook County, Illinois",45603,17,031,806104
"Census Tract 8062.01, Cook County, Illinois",57509,17,031,806201
"Census Tract 8062.02, Cook County, Illinois",61764,17,031,806202
"Census Tract 8063, Cook County, Illinois",89417,17,031,806300
"Census Tract 8064, Cook County, Illinois",108250,17,031,806400
"Census Tract 8065.01, Cook County, Illinois",49176,17,031,806501
"Census Tract 8065.02, Cook County, Illinois",66600,17,031,806502
"Census Tract 8066, Cook County, Illinois",86853,17,031,806600
"Census Tract 8067, Cook County, Illinois",107130,17,031,806700
"Census Tract 8068.01, Cook County, Illinois",65461,17,031,806801
"Census Tract 811, Cook County, Illinois",81976,17,031,081100
"Census Tract 812.01, Cook County, Illinois",99759,17,031,081201
"Census Tract 812.02, Cook County, Illinois",193906,17,031,081202
"Census Tract 813, Cook County, Illinois",92731,17,031,081300
"Census Tract 814.01, Cook County, Illinois",69432,17,031,081401
"Census Tract 814.02, Cook County, Illinois",121839,17,031,081402
"Census Tract 814.03, Cook County, Illinois",107833,17,031,081403
"Census Tract 815, Cook County, Illinois",115938,17,031,081500
"Census Tract 816, Cook County, Illinois",120164,17,031,081600
"Census Tract 817, Cook County, Illinois",109818,17,031,081700
"Census Tract 818, Cook County, Illinois",154089,17,031,081800
"Census Tract 819, Cook County, Illinois",164554,17,031,081900
"Census Tract 901, Cook County, Illinois",113843,17,031,090100
"Census Tract 902, Cook County, Illinois",114511,17,031,090200
"Census Tract 903, Cook County, Illinois",97885,17,031,090300
"Census Tract 1001, Cook County, Illinois",100500,17,031,100100
"Census Tract 1002, Cook County, Illinois",96831,17,031,100200
"Census Tract 1003, Cook County, Illinois",80339,17,031,100300
"Census Tract 1004, Cook County, Illinois",106744,17,031,100400
"Census Tract 1005, Cook County, Illinois",87443,17,031,100500
"Census Tract 1006, Cook County, Illinois",71198,17,031,100600
"Census Tract 1007, Cook County, Illinois",92147,17,031,100700
"Census Tract 1101, Cook County, Illinois",82538,17,031,110100
"Census Tract 1102, Cook County, Illinois",65034,17,031,110200
"Census Tract 1103, Cook County, Illinois",85263,17,031,110300
"Census Tract 1104, Cook County, Illinois",68080,17,031,110400
"Census Tract 1105.01, Cook County, Illinois",91721,17,031,110501
"Census Tract 1105.02, Cook County, Illinois",61486,17,031,110502
"Census Tract 1201, Cook County, Illinois",142467,17,031,120100
"Census Tract 1202, Cook County, Illinois",124261,17,031,120200
"Census Tract 1203, Cook County, Illinois",135395,17,031,120300
"Census Tract 1204, Cook County, Illinois",97829,17,031,120400
"Census Tract 1301, Cook County, Illinois",49327,17,031,130100
"Census Tract 1302, Cook County, Illinois",93000,17,031,130200
"Census Tract 1303, Cook County, Illinois",65995,17,031,130300
"Census Tract 1401, Cook County, Illinois",55000,17,031,140100
"Census Tract 1402, Cook County, Illinois",65202,17,031,140200
"Census Tract 1403.01, Cook County, Illinois",60506,17,031,140301
"Census Tract 1403.02, Cook County, Illinois",88190,17,031,140302
"Census Tract 1404, Cook County, Illinois",74131,17,031,140400
"Census Tract 1405, Cook County, Illinois",74583,17,031,140500
"Census Tract 1406.01, Cook County, Illinois",66250,17,031,140601
"Census Tract 1406.02, Cook County, Illinois",71875,17,031,140602
"Census Tract 1407.01, Cook County, Illinois",75585,17,031,140701
"Census Tract 1407.02, Cook County, Illinois",55568,17,031,140702
"Census Tract 1408, Cook County, Illinois",73704,17,031,140800
"Census Tract 1502, Cook County, Illinois",69881,17,031,150200
"Census Tract 8068.02, Cook County, Illinois",68870,17,031,806802
"Census Tract 8069, Cook County, Illinois",72337,17,031,806900
"Census Tract 8070, Cook County, Illinois",64400,17,031,807000
"Census Tract 8071, Cook County, Illinois",121484,17,031,807100
"Census Tract 8072, Cook County, Illinois",79676,17,031,807200
"Census Tract 8073, Cook County, Illinois",67010,17,031,807300
"Census Tract 8074, Cook County, Illinois",74583,17,031,807400
"Census Tract 8075, Cook County, Illinois",114904,17,031,807500
"Census Tract 8076, Cook County, Illinois",71962,17,031,807600
"Census Tract 8077, Cook County, Illinois",57250,17,031,807700
"Census Tract 8078, Cook County, Illinois",121103,17,031,807800
"Census Tract 8079, Cook County, Illinois",104943,17,031,807900
"Census Tract 8080.01, Cook County, Illinois",95403,17,031,808001
"Census Tract 8080.02, Cook County, Illinois",73011,17,031,808002
"Census Tract 8081, Cook County, Illinois",38944,17,031,808100
"Census Tract 8082, Cook County, Illinois",81952,17,031,808200
"Census Tract 8083.01, Cook County, Illinois",64714,17,031,808301
"Census Tract 8083.02, Cook County, Illinois",69103,17,031,808302
"Census Tract 8084, Cook County, Illinois",109813,17,031,808400
"Census Tract 8085, Cook County, Illinois",103877,17,031,808500
"Census Tract 8086, Cook County, Illinois",155625,17,031,808600
"Census Tract 8087.02, Cook County, Illinois",60125,17,031,808702
"Census Tract 8088, Cook County, Illinois",142237,17,031,808800
"Census Tract 8089, Cook County, Illinois",146000,17,031,808900
"Census Tract 8090, Cook County, Illinois",162917,17,031,809000
"Census Tract 8091, Cook County, Illinois",101406,17,031,809100
"Census Tract 8092, Cook County, Illinois",43613,17,031,809200
"Census Tract 8093, Cook County, Illinois",38151,17,031,809300
"Census Tract 8094.01, Cook County, Illinois",104250,17,031,809401
"Census Tract 8094.02, Cook County, Illinois",45125,17,031,809402
"Census Tract 8095, Cook County, Illinois",73083,17,031,809500
"Census Tract 8096, Cook County, Illinois",43715,17,031,809600
"Census Tract 8097, Cook County, Illinois",114167,17,031,809700
"Census Tract 8098, Cook County, Illinois",66071,17,031,809800
"Census Tract 8099, Cook County, Illinois",115882,17,031,809900
"Census Tract 8100, Cook County, Illinois",108125,17,031,810000
"Census Tract 8101, Cook County, Illinois",80422,17,031,810100
"Census Tract 8102, Cook County, Illinois",61775,17,031,810200
"Census Tract 8103.01, Cook County, Illinois",84271,17,031,810301
"Census Tract 8103.02, Cook County, Illinois",102024,17,031,810302
"Census Tract 8104, Cook County, Illinois",117629,17,031,810400
"Census Tract 8105.01, Cook County, Illinois",75449,17,031,810501
"Census Tract 8105.02, Cook County, Illinois",83068,17,031,810502
"Census Tract 8106, Cook County, Illinois",58910,17,031,810600
"Census Tract 8107.01, Cook County, Illinois",47031,17,031,810701
"Census Tract 8107.02, Cook County, Illinois",65750,17,031,810702
"Census Tract 1503, Cook County, Illinois",76345,17,031,150300
"Census Tract 1504.01, Cook County, Illinois",71250,17,031,150401
"Census Tract 1504.02, Cook County, Illinois",85568,17,031,150402
"Census Tract 1505.01, Cook County, Illinois",100431,17,031,150501
"Census Tract 1505.02, Cook County, Illinois",66234,17,031,150502
"Census Tract 1506, Cook County, Illinois",83049,17,031,150600
"Census Tract 1507, Cook County, Illinois",75969,17,031,150700
"Census Tract 1508, Cook County, Illinois",69155,17,031,150800
"Census Tract 1510.01, Cook County, Illinois",76563,17,031,151001
"Census Tract 1510.02, Cook County, Illinois",69450,17,031,151002
"Census Tract 1511, Cook County, Illinois",66118,17,031,151100
"Census Tract 1512, Cook County, Illinois",79038,17,031,151200
"Census Tract 1601, Cook County, Illinois",80156,17,031,160100
"Census Tract 1602, Cook County, Illinois",101806,17,031,160200
"Census Tract 1603, Cook County, Illinois",66338,17,031,160300
"Census Tract 1604, Cook County, Illinois",55673,17,031,160400
"Census Tract 1605.01, Cook County, Illinois",70347,17,031,160501
"Census Tract 1605.02, Cook County, Illinois",72540,17,031,160502
"Census Tract 1606.01, Cook County, Illinois",68092,17,031,160601
"Census Tract 1606.02, Cook County, Illinois",66250,17,031,160602
"Census Tract 1607, Cook County, Illinois",76829,17,031,160700
"Census Tract 1608, Cook County, Illinois",70035,17,031,160800
"Census Tract 1609, Cook County, Illinois",90875,17,031,160900
"Census Tract 1610, Cook County, Illinois",92105,17,031,161000
"Census Tract 1611, Cook County, Illinois",137292,17,031,161100
"Census Tract 1612, Cook County, Illinois",57574,17,031,161200
"Census Tract 1613, Cook County, Illinois",50896,17,031,161300
"Census Tract 1701, Cook County, Illinois",40313,17,031,170100
"Census Tract 1702, Cook County, Illinois",79261,17,031,170200
"Census Tract 1703, Cook County, Illinois",82196,17,031,170300
"Census Tract 1704, Cook County, Illinois",81133,17,031,170400
"Census Tract 1705, Cook County, Illinois",90804,17,031,170500
"Census Tract 1706, Cook County, Illinois",69011,17,031,170600
"Census Tract 1707, Cook County, Illinois",71786,17,031,170700
"Census Tract 1708, Cook County, Illinois",58304,17,031,170800
"Census Tract 1709, Cook County, Illinois",63977,17,031,170900
"Census Tract 1710, Cook County, Illinois",76979,17,031,171000
"Census Tract 1711, Cook County, Illinois",77009,17,031,171100
"Census Tract 1801, Cook County, Illinois",58353,17,031,180100
"Census Tract 1901, Cook County, Illinois",48387,17,031,190100
"Census Tract 1902, Cook County, Illinois",63378,17,031,190200
"Census Tract 1903, Cook County, Illinois",63864,17,031,190300
"Census Tract 1904.01, Cook County, Illinois",70510,17,031,190401
"Census Tract 1904.02, Cook County, Illinois",58056,17,031,190402
"Census Tract 1906.01, Cook County, Illinois",59388,17,031,190601
"Census Tract 1906.02, Cook County, Illinois",61328,17,031,190602
"Census Tract 8108, Cook County, Illinois",79063,17,031,810800
"Census Tract 8109, Cook County, Illinois",48130,17,031,810900
"Census Tract 8110, Cook County, Illinois",89022,17,031,811000
"Census Tract 8111, Cook County, Illinois",53934,17,031,811100
"Census Tract 8112, Cook County, Illinois",69033,17,031,811200
"Census Tract 8113.01, Cook County, Illinois",68622,17,031,811301
"Census Tract 8113.02, Cook County, Illinois",47960,17,031,811302
"Census Tract 8114.01, Cook County, Illinois",72004,17,031,811401
"Census Tract 8114.02, Cook County, Illinois",66875,17,031,811402
"Census Tract 8115, Cook County, Illinois",79006,17,031,811500
"Census Tract 8116, Cook County, Illinois",57089,17,031,811600
"Census Tract 8117.01, Cook County, Illinois",60942,17,031,811701
"Census Tract 8117.02, Cook County, Illinois",55673,17,031,811702
"Census Tract 8118, Cook County, Illinois",80084,17,031,811800
"Census Tract 8119, Cook County, Illinois",131371,17,031,811900
"Census Tract 8120, Cook County, Illinois",123494,17,031,812000
"Census Tract 8121, Cook County, Illinois",124455,17,031,812100
"Census Tract 8122, Cook County, Illinois",215132,17,031,812200
"Census Tract 8123.01, Cook County, Illinois",88529,17,031,812301
"Census Tract 8123.02, Cook County, Illinois",141250,17,031,812302
"Census Tract 8124, Cook County, Illinois",208438,17,031,812400
"Census Tract 8125, Cook County, Illinois",64347,17,031,812500
"Census Tract 8126, Cook County, Illinois",63056,17,031,812600
"Census Tract 8127, Cook County, Illinois",67407,17,031,812700
"Census Tract 8128.01, Cook County, Illinois",64760,17,031,812801
"Census Tract 8128.02, Cook County, Illinois",73319,17,031,812802
"Census Tract 8129, Cook County, Illinois",134531,17,031,812900
"Census Tract 8130, Cook County, Illinois",135000,17,031,813000
"Census Tract 8131, Cook County, Illinois",101538,17,031,813100
"Census Tract 8132, Cook County, Illinois",136795,17,031,813200
"Census Tract 8133.01, Cook County, Illinois",53179,17,031,813301
"Census Tract 8133.02, Cook County, Illinois",41458,17,031,813302
"Census Tract 8134, Cook County, Illinois",54957,17,031,813400
"Census Tract 8135, Cook County, Illinois",60994,17,031,813500
"Census Tract 8136, Cook County, Illinois",56763,17,031,813600
"Census Tract 8137.01, Cook County, Illinois",51716,17,031,813701
